max_coins,degree,set_up,wallet_creation,buy_item
1, 1024, 10.73837399482727, 0.19945335388183594, 0.2404322624206543
1, 1024, 12.821740865707397, 0.18486523628234863, 0.3562328815460205
1, 1024, 13.105642318725586, 0.24834060668945312, 0.16410017013549805
1, 1024, 25.45496940612793, 0.3500499725341797, 0.34578680992126465
1, 1024, 26.400207042694092, 0.3129420280456543, 0.4750344753265381
1, 1024, 15.946544647216797, 0.14243364334106445, 0.15362930297851562
1, 1024, 30.491271018981934, 1.2540466785430908, 0.4281790256500244
1, 1024, 32.02501392364502, 0.13519835472106934, 0.2522621154785156
1, 1024, 10.756954193115234, 0.17459869384765625, 0.21684908866882324
1, 1024, 9.318505048751831, 0.09190726280212402, 0.1557316780090332
1, 1024, 20.831937789916992, 0.23866605758666992, 0.1566460132598877
1, 1024, 13.242101192474365, 0.4941904544830322, 0.2356560230255127
1, 1024, 26.823060274124146, 0.36516857147216797, 0.2280888557434082
1, 1024, 14.165949583053589, 0.36193418502807617, 0.11551523208618164
1, 1024, 25.71337628364563, 0.1784381866455078, 0.3377542495727539
1, 1024, 37.45809197425842, 0.28803205490112305, 0.2785451412200928
1, 1024, 15.856364488601685, 0.30399513244628906, 0.11926794052124023
1, 1024, 44.11703681945801, 0.18479013442993164, 0.41476917266845703
1, 1024, 13.951086282730103, 0.1944580078125, 0.11833572387695312
1, 1024, 17.017355918884277, 0.2923550605773926, 0.2430436611175537
1, 1024, 31.750478982925415, 0.247298002243042, 0.27424168586730957
1, 1024, 18.08295488357544, 0.64939284324646, 0.1255807876586914
1, 1024, 29.104506492614746, 0.27503085136413574, 0.23440837860107422
1, 1024, 18.110724449157715, 0.32205867767333984, 0.3127274513244629
1, 1024, 41.70725178718567, 0.5125527381896973, 0.24381184577941895
1, 1024, 20.57365655899048, 0.1467134952545166, 0.1217033863067627
1, 1024, 15.901450395584106, 0.21367931365966797, 0.24644160270690918
1, 1024, 26.67034339904785, 0.2805793285369873, 0.4323689937591553
1, 1024, 26.482951402664185, 0.24508380889892578, 0.16490459442138672
1, 1024, 22.645041465759277, 0.18709945678710938, 0.27486562728881836
1, 1024, 40.94903230667114, 0.21332478523254395, 0.17392373085021973
1, 1024, 33.42816519737244, 1.0688097476959229, 0.2938108444213867
2, 1024, 34.15809941291809, 0.510265588760376, 0.3651411533355713
2, 1024, 37.60523843765259, 0.2955660820007324, 0.32839488983154297
2, 1024, 42.35024642944336, 0.566997766494751, 0.6821041107177734
2, 1024, 58.457518339157104, 0.6128125190734863, 0.6067636013031006
2, 1024, 43.50173497200012, 0.5476393699645996, 0.5969729423522949
2, 1024, 38.58840799331665, 0.4643523693084717, 0.3487536907196045
2, 1024, 53.079461097717285, 0.33724308013916016, 0.3794260025024414
2, 1024, 36.04518127441406, 0.23773932456970215, 0.31560564041137695
2, 1024, 28.78537154197693, 0.2831861972808838, 0.5234582424163818
2, 1024, 29.66049098968506, 0.6722204685211182, 0.32131075859069824
2, 1024, 47.63810348510742, 0.6792547702789307, 0.7757861614227295
2, 1024, 58.879961252212524, 1.2661983966827393, 0.8492872714996338
2, 1024, 57.58475399017334, 0.9608087539672852, 1.0480449199676514
2, 1024, 31.09437608718872, 0.5517463684082031, 0.5806412696838379
2, 1024, 33.36208987236023, 0.39389491081237793, 0.35700488090515137
2, 1024, 88.27821135520935, 0.756643533706665, 0.6468677520751953
2, 1024, 31.587640047073364, 0.3702049255371094, 0.5861773490905762
2, 1024, 60.25711941719055, 1.058687686920166, 0.5589313507080078
2, 1024, 45.24524521827698, 0.6507143974304199, 0.6291100978851318
2, 1024, 35.164695739746094, 0.43315672874450684, 0.3082718849182129
2, 1024, 61.904539585113525, 0.7758927345275879, 0.5667777061462402
2, 1024, 35.710673332214355, 0.3625171184539795, 0.41165709495544434
2, 1024, 31.378549814224243, 0.3394594192504883, 0.30062222480773926
2, 1024, 49.93335318565369, 0.4653172492980957, 1.1098086833953857
2, 1024, 32.11632823944092, 0.33306193351745605, 0.3477168083190918
2, 1024, 69.48402976989746, 0.9078395366668701, 0.4906148910522461
2, 1024, 34.42394828796387, 0.3343944549560547, 0.2981908321380615
2, 1024, 62.74804639816284, 0.6876041889190674, 0.7034552097320557
2, 1024, 93.43366050720215, 0.39426183700561523, 0.45817017555236816
2, 1024, 37.0885853767395, 0.5198900699615479, 0.3030705451965332
2, 1024, 36.12154531478882, 0.38073182106018066, 0.285336971282959
2, 1024, 31.45738649368286, 0.47150135040283203, 0.26455140113830566
